Title	Authors	Pdf	Presentation	Volume_Name	Notes
The Operation Sequence Model: Integrating Translation and Reordering Operations in a Single Left-to-Right Model	Hinrich Schütze	https://aclanthology.org/www.mt-archive.info/10/MTS-2013-Schutze.pdf			Research track - Invited talk
Demystifying Machine Translation: Learning from the Real World	Harald Elsen	https://aclanthology.org/www.mt-archive.info/10/MTS-2013-Elsen.pdf			User track - Invited talk
