Title	Authors	Pdf	Presentation	Volume_Name	Notes
Terminology-driven Augmentation of Bilingual Terminologies	Koichi Sato and Koichi Takeuchi and Kyo Kageura	https://aclanthology.org/www.mt-archive.info/10/MTS-2013-Sato.pdf			Research track - Oral presentations
Generative and Discriminative Methods for Online Adaptation in SMT	Katharina Wäschle and Patrick Simianer and Nicola Bertoldi and Stefan Riezler and Marcello Federico	https://aclanthology.org/www.mt-archive.info/10/MTS-2013-Waschle.pdf			Research track - Oral presentations
Inducing Romanization Systems	Keiko Taguchi and Andrew Finch and Seiichi Yamamoto and Eiichiro Sumita	https://aclanthology.org/www.mt-archive.info/10/MTS-2013-Taguchi.pdf			Research track - Oral presentations
Project Adaptation for MT-Enhanced Computer Assisted Translation	Mauro Cettolo and Nicola Bertoldi and Marcello Federico	https://aclanthology.org/www.mt-archive.info/10/MTS-2013-Cettolo.pdf			Research track - Oral presentations
Cache-based Online Adaptation for Machine Translation Enhanced Computer Assisted Translation	Nicola Bertoldi and Mauro Cettolo and Marcello Federico	https://aclanthology.org/www.mt-archive.info/10/MTS-2013-Bertoldi.pdf			Research track - Oral presentations
Semi-Supervised Word Sense Disambiguation for Mixed-Initiative Conversational Spoken Language Translation	Sankaranarayanan Ananthakrishnan and Sanjika Hewavitharana and Rohit Kumar and Enoch Kan and Rohit Prasad and Prem Natarajan	https://aclanthology.org/www.mt-archive.info/10/MTS-2013-Ananthakrishnan.pdf			Research track - Oral presentations
Listwise Approach to Learning to Rank for Automatic Evaluation of Machine Translation	Maoxi Li and Aiwen Jiang and Mingwen Wang	https://aclanthology.org/www.mt-archive.info/10/MTS-2013-Li.pdf			Research track - Oral presentations
MWE Alignment in Phrase Based Statistical Machine Translation	Santanu Pal and Sudip Kumar Naskar and Sivaji Bandyopadhyay	https://aclanthology.org/www.mt-archive.info/10/MTS-2013-Pal.pdf			Research track - Oral presentations
Real-life Translation Quality Estimation for MT System Selection	Lluis Formiga and Lluis Marquez and Jaume Pujantell	https://aclanthology.org/www.mt-archive.info/10/MTS-2013-Formiga.pdf			Research track - Oral presentations
Yet Another Fast, Robust and Open Source Sentence Aligner. Time toReconsider Sentence Alignment?	Fethi Lamraoui and Philippe Langlais	https://aclanthology.org/www.mt-archive.info/10/MTS-2013-Lamraoui.pdf			Research track - Oral presentations
Development of a Simultaneous Interpretation System for Face-to-Face Services and Its Evaluation Experiment in Real Situation	Akiko Sakamoto and Nayuko Watanabe and Satoshi Kamatani and Kazuo Sumita	https://aclanthology.org/www.mt-archive.info/10/MTS-2013-Sakamoto.pdf			Research track - Oral presentations
Can Informal Genres be better Translated by Tuning on Automatic Semantic Metrics?	Chi-Kiu Lo and Dekai Wu	https://aclanthology.org/www.mt-archive.info/10/MTS-2013-Lo.pdf			Research track - Oral presentations
Quality Estimation-guided Data Selection for Domain Adaptation of SMT	Pratyush Banerjee and Raphael Rubino and Johann Roturier and van Genabith, Josef	https://aclanthology.org/www.mt-archive.info/10/MTS-2013-Banerjee.pdf			Research track - Oral presentations
Modeling Hip Hop Challenge-Response Lyrics as Machine Translation	Karteek Addanki and Markus Saers and Dekai Wu	https://aclanthology.org/www.mt-archive.info/10/MTS-2013-Wu.pdf			Research track - Oral presentations
Design and Analysis of a Large Corpus of Post-Edited Translations: Quality Estimation, Failure Analysis and the Variability of Post-Edition	Guillaume Wisniewski and Singh, Anil Kumar and Natalia Segal and François Yvon	https://aclanthology.org/www.mt-archive.info/10/MTS-2013-Wisniewski.pdf			Research track - Oral presentations
The Effects of Factorizing Root and Pattern Mapping in Bidirectional Tunisian - Standard Arabic Machine Translation	Ahmed Hamdi and Rahma Boujelbane and Nizar Habash and Alexis Nasr	https://aclanthology.org/www.mt-archive.info/10/MTS-2013-Hamdi.pdf			Research track - Oral presentations
Meta-Evaluation of a Diagnostic Quality Metric for Machine Translation	Naskar, Sudip Kumar and Antonio Toral and Federico Gaspari and Declan Groves	https://aclanthology.org/www.mt-archive.info/10/MTS-2013-Naskar.pdf			Research track - Oral presentations
Towards a Generic Approach for Bilingual Lexicon Extraction from Comparable Corpora	Dhouha Bouamor and Nasredine Semmar and Pierre Zweigenbaum	https://aclanthology.org/www.mt-archive.info/10/MTS-2013-Bouamor.pdf			Research track - Oral presentations
(Hidden) Conditional Random Fields Using Intermediate Classes for Statistical Machine Translation	Patrick Lehnen and Jan-Thorsten Peter, Jorn Wiibker and Stephan Peitz and Hermann Ney	https://aclanthology.org/www.mt-archive.info/10/MTS-2013-Lehnen.pdf			Research track - Oral presentations
Reverse Word Order Model	Markus Freitag and Minwei Feng and Matthias Huck and Stephan Peitz and Hermann Ney	https://aclanthology.org/www.mt-archive.info/10/MTS-2013-Freitag.pdf			Research track - Oral presentations
An Investigation on the Effectiveness of Features for Translation Quality Estimation	Kashif Shah and Trevor Conn and Lucia Specia	https://aclanthology.org/www.mt-archive.info/10/MTS-2013-Shah.pdf			Research track - Oral presentations
A Free/Open-source Kazakh-Tatar Machine Translation System	Ilnar Salimzyanov and Jonathan Washington and Francis Tyers	https://aclanthology.org/www.mt-archive.info/10/MTS-2013-Salimzyanov.pdf			Research track - Oral presentations
Simulating Discriminative Training for Linear Mixture Adaptation in Statistical Machine Translation	George Foster and Boxing Chen and Roland Kuhn	https://aclanthology.org/www.mt-archive.info/10/MTS-2013-Foster.pdf			Research track - Oral presentations
PEPr: Post-Edit Propagation Using Phrase-based Statistical Machine Translation	Michel Simard and George Foster	https://aclanthology.org/www.mt-archive.info/10/MTS-2013-Simard.pdf			Research track - Oral presentations
