Title	Authors	Pdf	Presentation	Volume_Name	Notes
Patent claim translation based on sublanguage-specific sentence structure	Masaru Fuji and Atsushi Fujita and Masao Utiyama and Eiichiro Sumita and Yuji Matsumoto	https://aclanthology.org/www.mt-archive.info/15/MTS-2015-Fuji.pdf		Vol.1: MT Researchers’ Track	Vol.1: MT Researchers’ Track
Japanese news simplification: tak design, data set construction, and analysis of simplified text	Isao Goto and Hideki Tanaka and Tadashi Kumano	https://aclanthology.org/www.mt-archive.info/15/MTS-2015-Goto.pdf		Vol.1: MT Researchers’ Track	Vol.1: MT Researchers’ Track
Learning bilingual distributed phrase represenations for statistical machine translation	Chaochao Wang and Deyi Xiong and Min Zhang and Chunyu Kit	https://aclanthology.org/www.mt-archive.info/15/MTS-2015-Wang.pdf		Vol.1: MT Researchers’ Track	Vol.1: MT Researchers’ Track
Learning bilingual phrase representations with recurrent neural networks	Hideya Mino and Andrew Finch and Eiichiro Sumita	https://aclanthology.org/www.mt-archive.info/15/MTS-2015-Mino.pdf		Vol.1: MT Researchers’ Track	Vol.1: MT Researchers’ Track
A pilot study towards end-to-end MT training	Feifei Zhai and Liang Huang	https://aclanthology.org/www.mt-archive.info/15/MTS-2015-Zhai.pdf		Vol.1: MT Researchers’ Track	Vol.1: MT Researchers’ Track
Automatic detection of antecedents of Japanese zero pronouns using a Japanese-English bilingual corpus	Dong Zhan and Hiromi Nakaiwa	https://aclanthology.org/www.mt-archive.info/15/MTS-2015-Zhan.pdf		Vol.1: MT Researchers’ Track	Vol.1: MT Researchers’ Track
METEOR for multiple target languages using DBnary	Zied Elloumi and Hervé Blanchon and Gilles Serasset and Laurent Besacier	https://aclanthology.org/www.mt-archive.info/15/MTS-2015-Elloumi.pdf		Vol.1: MT Researchers’ Track	Vol.1: MT Researchers’ Track
Japanese controlled language rules to improve machine translatability of municipal documents	Rei Miyata and Anthony Hartley and Cécile Paris and Midori Tatsumi and Kyo Kageura	https://aclanthology.org/www.mt-archive.info/15/MTS-2015-Miyata.pdf		Vol.1: MT Researchers’ Track	Vol.1: MT Researchers’ Track
Morphological constraints for phrase pivot statistical machine translation	El Kholy, Ahmed and Nizar Habash	https://aclanthology.org/www.mt-archive.info/15/MTS-2015-ElKholy.pdf		Vol.1: MT Researchers’ Track	Vol.1: MT Researchers’ Track
Using joint models or domain adaptation in statistical machine translation	Nadir Durrani and Hassan Sajjad and Shafiq Joty and Ahmed Abdelali and Stephan Vogel	https://aclanthology.org/www.mt-archive.info/15/MTS-2015-Durrani.pdf		Vol.1: MT Researchers’ Track	Vol.1: MT Researchers’ Track
Machine translation evaluation made fuzzier: a study on post-editing productivity and evaluation metrics in commercial settings	Parra Escartín, Carla and Manuel Arcedillo	https://aclanthology.org/www.mt-archive.info/15/MTS-2015-Parra-Escartin.pdf		Vol.1: MT Researchers’ Track	Vol.1: MT Researchers’ Track
A distributed inflection model for translating into morphologically rich languages	Ke Tran and Arianna Bisazza and Christof Monz	https://aclanthology.org/www.mt-archive.info/15/MTS-2015-Tran.pdf		Vol.1: MT Researchers’ Track	Vol.1: MT Researchers’ Track
Bandit structured prediction for learning from partial feedback in statistical machine translation	Artem Sokolov and Stefan Riezler and Tanguy Urvoy	https://aclanthology.org/www.mt-archive.info/15/MTS-2015-Sokolov.pdf		Vol.1: MT Researchers’ Track	Vol.1: MT Researchers’ Track
An empirical study of segment prioritization for incrementally retrained post-editing-based SMT	Jinhua Du and Ankit Srivastava and Andy Way and Alfredo Maldonado-Guerra and David Lewis	https://aclanthology.org/www.mt-archive.info/15/MTS-2015-Du.pdf		Vol.1: MT Researchers’ Track	Vol.1: MT Researchers’ Track
Effects of word alignment visualization on post-editing quality & speed	Lane Schwartz and Isabel Lacruz and Tatyana Bystrova	https://aclanthology.org/www.mt-archive.info/15/MTS-2015-Schwartz.pdf		Vol.1: MT Researchers’ Track	Vol.1: MT Researchers’ Track
A systematic evaluation of MBOT in statistical machine translation	Nina Seemann and Fabienne Braune and Andreas Maletti	https://aclanthology.org/www.mt-archive.info/15/MTS-2015-Seemann.pdf		Vol.1: MT Researchers’ Track	Vol.1: MT Researchers’ Track
Register-based machine translation evaluation with text classification techniques	Mihaela Vela and Ekaterina Lapshinova-Koltunski	https://aclanthology.org/www.mt-archive.info/15/MTS-2015-Vela.pdf		Vol.1: MT Researchers’ Track	Vol.1: MT Researchers’ Track
Error-tolerant speech-to-speech translation	Rohit Kumar and Sanjika Hewavitharana and Nina Zinovieva and Roy, Matthew E. and Edward Pattison-Gordon	https://aclanthology.org/www.mt-archive.info/15/MTS-2015-Kumar.pdf		Vol.1: MT Researchers’ Track	Vol.1: MT Researchers’ Track
Mixed domain vs. multi-domain statistical machine translation	Matthias Huck and Alexandra Birch and Barry Haddow	https://aclanthology.org/www.mt-archive.info/15/MTS-2015-Huck.pdf		Vol.1: MT Researchers’ Track	Vol.1: MT Researchers’ Track
Korean-Chinese word translation using Chinese character knowledge	Yuanmei Lu and Toshiaki Nakazawa and Sadao Kurohashi	https://aclanthology.org/www.mt-archive.info/15/MTS-2015-Lu.pdf		Vol.1: MT Researchers’ Track	Vol.1: MT Researchers’ Track
Topic adaptation for machine translation of e-commerce content	Prashant Mathur and Marcello Federico and Selçuk Köprü and Sharam Khadivi and Hassan Sawaf	https://aclanthology.org/www.mt-archive.info/15/MTS-2015-Mathur.pdf		Vol.1: MT Researchers’ Track	Vol.1: MT Researchers’ Track
Machine translation with source-predicted target morphology	Joachim Daiber and Khalil Sima’an	https://aclanthology.org/www.mt-archive.info/15/MTS-2015-Daiber.pdf		Vol.1: MT Researchers’ Track	Vol.1: MT Researchers’ Track
Improved beam search with constrained softmax for NMT	Xiaoguang Hu and Wei Li and Xiang Lan and Hua Wu and Haifeng Wang	https://aclanthology.org/www.mt-archive.info/15/MTS-2015-Hu.pdf		Vol.1: MT Researchers’ Track	Vol.1: MT Researchers’ Track
Bilingual distributed phrase representations for statistical machin translation	Peyman Passban and Chris Hokamp and Qun Li	https://aclanthology.org/www.mt-archive.info/15/MTS-2015-Passban.pdf		Vol.1: MT Researchers’ Track	Vol.1: MT Researchers’ Track
Improved search strategy for interactive predictions in computer-assisted translation	Fatemeh Azadi and Shahram Khadivi	https://aclanthology.org/www.mt-archive.info/15/MTS-2015-Azadi.pdf		Vol.1: MT Researchers’ Track	Vol.1: MT Researchers’ Track
Improving semantic SMT via soft semantic role label constraints on ITG alignmens	Meriem Beloucif and Markus Saers and Dekai Wu	https://aclanthology.org/www.mt-archive.info/15/MTS-2015-Beloucif.pdf		Vol.1: MT Researchers’ Track	Vol.1: MT Researchers’ Track
Wiktionary-based word embeddings	de Melo, Gerard	https://aclanthology.org/www.mt-archive.info/15/MTS-2015-DeMelo.pdf		Vol.1: MT Researchers’ Track	Vol.1: MT Researchers’ Track
