Title	Authors	Pdf	Presentation	Volume_Name	Notes
Application of Machine Translation System in Japan Patent Office	Susumu Bani	https://aclanthology.org/www.mt-archive.info/05/MTS-2009-Bani-3-ppt.pdf			Government MT User Program
Language Technology Resource Center	Jennifer DeCamp	https://aclanthology.org/www.mt-archive.info/05/MTS-2009-DeCamp-2.pdf			Government MT User Program
On beyond TM: When the Translator Leads the Design of a Translation Support Framework	Reginald Hobbs and Clare Voss and Jamal Laoudi	https://aclanthology.org/www.mt-archive.info/05/MTS-2009-Hobbs.pdf			Government MT User Program
Canadian Job Bank Automated Translation System	Verna McIntosh	https://aclanthology.org/www.mt-archive.info/05/MTS-2009-McIntosh-ppt.pdf			Government MT User Program
U.S. Army Requirements and Capability	Vaughn Laganosky and Tracy Blocker	https://aclanthology.org/www.mt-archive.info/05/MTS-2009-Laganosky-ppt.pdf			Government MT User Program
Indian National Translation Mission: Need for Integrating Human-Machine Translation	Sinha, R. M. K.	https://aclanthology.org/www.mt-archive.info/05/MTS-2009-Sinha-1.pdf			Government MT User Program
The EDEAL Project for Automated Processing of African Languages	Anna Borovikov and Eugene Borovikov and Bradley Colquitt and Kristen Summers	https://aclanthology.org/www.mt-archive.info/05/MTS-2009-Borovikov.pdf			Government MT User Program
Translation Memory Technology Assessment	Van Ess-Dykema, Carol and Dennis Perzanowsky and Susan Converse and Rachel Richardson and White, John S. and Tucker Maney	https://aclanthology.org/www.mt-archive.info/05/MTS-2009-VanEssDykema-ppt.pdf			Government MT User Program
