Title	Authors	Pdf	Presentation	Volume_Name	Notes
MT customization	Rémi Zajac	https://aclanthology.org/www.mt-archive.info/00/MTS-2003-Zajac-tutorial.pdf			Tutorials
Finite state technology and its applications to machine translation	Shuly Wintner	https://aclanthology.org/www.mt-archive.info/00/MTS-2003-Wintner-tutorial.pdf			Tutorials
