Title	Authors	Pdf	Presentation	Notes
Statistical Machine Translation of English-Manipuri using Morpho-syntactic and Semantic Information	Thoudam Doren Singh and Savaji Bandyopadhyay	http://www.mt-archive.info/10/AMTA-2010-Doren.pdf		Student MT Research Papers 
A Synchronous Context Free Grammar using Dependency Sequence for Syntax-based Statistical Machine Translation	Hwidong Na and Jin-Ji Li and Yeha Lee and Jong-hyeok Lee	http://www.mt-archive.info/10/AMTA-2010-Na.pdf		Student MT Research Papers 
Using Synonyms for Arabic-to-English Example-Based Translation	Kfir Bar and Nachum Dershowitz	http://www.mt-archive.info/10/AMTA-2010-Bar.pdf		Student MT Research Papers 
Machine Translation between Hebrew and Arabic: Needs, Challenges and Preliminary Solutions	Reshef Shilon and Nizar Habash and Alon Lavie and Shuly Wintner	http://www.mt-archive.info/10/AMTA-2010-Shilon.pdf		Student MT Research Papers 
