Title	Authors	Pdf	Presentation	Volume_Name
Mastering machine translation (MT) output	Jeff Allen	https://aclanthology.org/www.mt-archive.info/00/AMTA-2004-Allen-tutorial.pdf		Tutorials
Machine translation in practice at PAHO	Julia Aymerich	https://aclanthology.org/www.mt-archive.info/00/AMTA-2004-Aymerich-tutorial.pdf		Tutorials
Introduction to statistical machine translation	Philipp Koehn and Kevin Knight	https://aclanthology.org/www.mt-archive.info/00/AMTA-2004-Koehn-tutorial.pdf		Tutorials
